player_id,device_model,tutorial_started,tutorial_completed,first_match,city_build,retained_1d,retained_7d,retained_30d,levels_completed,sessions_played,days_retained,spend_amount
P05059,23028RNCAG,1,1,0,0,1,0,0,5,7,6,0.0
P05060,SM-X115,1,1,0,0,0,0,0,8,12,7,0.0
P05061,SM-A426N,1,1,1,1,0,0,0,10,11,1,0.0
P05062,BE2029,1,1,1,1,0,0,0,8,17,12,0.0
P05063,Z2453,1,0,0,0,0,0,0,2,4,4,0.0
P05064,X20,1,0,0,0,1,0,0,3,7,29,0.0
P05065,SM-M055F,1,1,1,1,0,0,0,5,7,3,0.0
P05066,SM-A055F,1,0,0,0,0,0,0,2,10,26,6.898449130138533
P05067,JKM-LX1,1,1,1,0,0,0,0,10,13,18,0.0
P05068,23106RN0DA,1,0,0,0,0,0,0,0,4,6,0.0
P05069,702SH,1,1,1,0,0,0,0,7,9,13,0.0
P05070,SM-A055F,0,0,0,0,0,0,0,1,9,12,0.0
P05071,SM-A325F,0,0,0,0,0,0,0,2,4,1,0.0
P05072,KJ7,1,1,1,0,0,0,0,9,13,19,0.0
P05073,SM-A235F,1,1,0,0,0,0,0,6,7,22,0.0
P05074,SM-A065F,1,1,1,1,1,1,1,2,3,26,0.0
P05075,A20S PRO,0,0,0,0,1,1,1,5,12,2,0.0
P05076,2409BRN2CG,1,1,1,1,0,0,0,10,11,14,0.0
P05077,X6716B,1,0,0,0,1,1,1,1,3,23,0.0
P05078,SM-A155F,1,1,0,0,1,1,1,8,11,10,6.389176112845022
P05079,SM-A235F,1,1,0,0,1,0,0,6,8,3,0.0
P05080,SM-A125F,1,1,0,0,1,0,0,7,10,4,0.0
P05081,SM-A065F,1,1,0,0,1,0,0,9,15,19,0.0
P05082,SM-A032F,1,1,1,1,1,0,0,9,13,6,0.0
P05083,2410FPCC5G,1,0,0,0,1,0,0,2,10,24,0.0
P05084,KL5,1,1,1,1,1,1,0,10,11,1,0.0
P05085,KJ5,1,1,1,1,0,0,0,6,8,11,6.6271708050842
P05086,Z2453,1,1,0,0,1,0,0,8,15,23,0.0
P05087,G20,1,1,1,1,0,0,0,7,11,29,0.0
P05088,SM-A055F,1,1,1,1,0,0,0,5,12,5,0.0
P05089,22120RN86G,1,1,1,0,0,0,0,8,17,22,0.0
P05090,2409BRN2CA,1,1,1,1,0,0,0,8,16,3,0.0
P05091,SM-A055F,1,1,1,0,1,1,0,10,18,6,0.0
P05092,SM-A055F,1,1,0,0,1,1,1,11,20,18,0.0
P05093,V2026,1,1,1,0,0,0,0,8,12,19,0.0
P05094,2409BRN2CA,1,1,1,1,0,0,0,5,13,25,0.0
P05095,SM-A055F,1,1,1,1,1,0,0,12,15,3,0.0
P05096,A667L,1,0,0,0,1,1,1,2,3,29,0.0
P05097,SM-T505,1,1,1,1,1,1,0,5,7,13,0.0
P05098,SM-A057F,1,1,1,0,0,0,0,7,10,3,0.0
P05099,C32,1,1,1,0,0,0,0,12,21,12,4.552991344587335
P05100,SM-A055F,1,1,1,1,0,0,0,7,15,23,0.0
P05101,SM-T295,1,1,1,0,0,0,0,8,11,6,0.0
P05102,22120RN86G,1,0,0,0,0,0,0,4,6,8,0.0
P05103,SM-X205,1,1,1,0,0,0,0,12,19,2,0.0
P05104,X20,1,0,0,0,0,0,0,4,9,6,0.0
P05105,24048RN6CG,1,1,0,0,0,0,0,9,16,13,0.0
P05106,SM-A032F,1,1,1,1,1,0,0,12,14,16,0.0
P05107,X6525D,1,1,1,0,0,0,0,4,9,15,0.0
P05108,SM-A032F,1,1,0,0,1,0,0,9,14,4,0.0
P05109,CC6,1,1,0,0,0,0,0,9,15,2,0.0
P05110,W6003,1,1,1,0,0,0,0,5,11,28,0.0
P05111,2311FRAFDC,1,0,0,0,1,1,0,2,6,4,0.0
P05112,M2006C3LVG,1,0,0,0,0,0,0,1,5,17,0.0
P05113,KG5p,0,0,0,0,0,0,0,4,12,4,0.0
P05114,SM-A505F,1,0,0,0,1,1,1,3,9,5,0.0
P05115,A665L,1,1,0,0,1,0,0,12,21,3,0.0
P05116,CD7,1,1,1,1,0,0,0,4,11,25,0.0
P05117,SM-T225N,1,0,0,0,0,0,0,0,2,24,0.0
P05118,KI7,1,0,0,0,1,0,0,0,9,3,0.0
P05119,23117RA68G,1,1,1,1,0,0,0,10,18,16,0.0
P05120,A665L,1,1,1,0,0,0,0,11,13,14,2.2573360820954935
P05121,24048RN6CG,1,1,1,1,1,0,0,7,16,5,3.522648922671653
P05122,ELN-W09,1,1,1,0,0,0,0,7,16,6,0.0
P05123,SM-A055F,1,0,0,0,0,0,0,2,11,12,0.0
P05124,S665L,1,1,1,1,0,0,0,8,16,9,0.0
P05125,SCG16,1,0,0,0,0,0,0,1,3,8,2.2223215976943447
P05126,W6004,1,1,1,1,0,0,0,10,18,9,0.0
P05127,A662L,1,1,1,1,0,0,0,7,15,13,0.0
P05128,KI5k,1,0,0,0,1,0,0,2,4,1,0.0
P05129,SM-X115,1,1,1,0,0,0,0,13,17,17,0.0
P05130,Pulse Pro,1,0,0,0,0,0,0,0,2,5,0.0
P05131,23028RNCAG,1,1,1,1,1,0,0,8,9,25,0.0
P05132,X650B,0,0,0,0,0,0,0,3,4,25,0.0
P05133,SM-A032F,0,0,0,0,1,0,0,1,5,2,0.0
P05134,SM-A055F,1,1,1,0,0,0,0,7,10,9,0.0
P05135,T10S,1,1,0,0,0,0,0,9,11,10,0.0
P05136,C22,1,1,1,1,0,0,0,10,16,11,0.0
P05137,SM-A515F,1,0,0,0,1,0,0,2,8,2,0.0
P05138,SM-A065F,1,1,0,0,1,0,0,7,16,11,6.285139779603538
P05139,SM-A013G,1,0,0,0,0,0,0,7,8,11,0.0
P05140,SM-A256B,1,1,0,0,0,0,0,6,10,20,0.0
P05141,X6725,1,1,0,0,1,0,0,9,16,22,0.0
P05142,2409BRN2CA,0,0,0,0,0,0,0,4,9,2,3.835730724577571
P05143,C31,1,1,0,0,0,0,0,10,14,11,0.0
P05144,Blade A34,1,1,1,1,1,0,0,12,15,5,0.0
P05145,25028RN03A,1,1,0,0,0,0,0,8,11,7,0.0
P05146,KD6a,0,0,0,0,1,0,0,0,5,15,0.0
P05147,220233L2G,1,1,0,0,0,0,0,8,14,3,0.0
P05148,SM-A146U1,1,0,0,0,0,0,0,3,9,23,0.0
P05149,LE6,0,0,0,0,1,0,0,0,6,26,0.0
P05150,BF6,1,1,0,0,1,1,0,3,8,5,0.0
P05151,X6528,1,1,1,1,0,0,0,17,18,6,0.0
P05152,KJ5,1,1,0,0,0,0,0,3,11,4,0.0
P05153,IX PRO,0,0,0,0,0,0,0,1,6,9,0.0
P05154,SM-A546E,1,0,0,0,1,1,0,1,4,2,0.0
P05155,iPhone 11,1,1,1,0,1,1,0,7,15,2,0.0
P05156,X6516,1,1,1,0,0,0,0,9,17,5,0.0
P05157,SM-A042F,1,0,0,0,1,0,0,3,8,6,0.0
P05158,V2419,1,0,0,0,1,1,1,2,4,28,0.0
P05159,JKM-LX1,1,1,1,1,1,0,0,8,13,1,0.0
P05160,BG6,1,1,1,0,0,0,0,12,15,17,0.0
P05161,X6816,1,1,0,0,0,0,0,9,15,30,0.0
P05162,SM-A055F,1,1,1,1,0,0,0,9,15,13,0.0
P05163,X20,1,1,1,0,1,1,1,9,18,10,0.0
P05164,X6531B,1,0,0,0,1,1,0,3,7,25,0.0
P05165,KL4,1,0,0,0,0,0,0,1,4,11,0.0
P05166,R7_1,1,0,0,0,1,1,0,2,10,4,0.0
P05167,BG6m,1,1,0,0,0,0,0,7,9,10,0.0
P05168,BF6,1,1,1,1,0,0,0,10,19,6,0.0
P05169,BG6m,1,1,1,1,0,0,0,8,13,23,0.0
P05170,JDY-LX1,1,1,1,1,1,1,1,6,10,8,0.0
P05171,Neon Ray Ultra,1,1,1,1,1,1,0,6,8,1,0.0
P05172,S663L,1,0,0,0,0,0,0,0,1,24,0.0
P05173,SM-A055F,1,0,0,0,0,0,0,4,12,1,0.0
P05174,SM-A055F,1,1,0,0,1,1,0,10,12,14,0.0
P05175,SM-T295,0,0,0,0,0,0,0,1,5,1,0.0
P05176,KB7j,1,1,1,1,0,0,0,7,12,20,0.0
P05177,SM-G920F,1,0,0,0,1,1,1,0,4,12,0.0
P05178,SM-A032F,1,1,1,1,1,0,0,8,15,4,0.0
P05179,KF6i,1,1,0,0,1,1,1,9,17,10,5.243987727999688
P05180,SM-A166U1,1,1,1,0,0,0,0,12,16,22,0.0
P05181,KG5j,1,1,0,0,0,0,0,9,11,11,0.0
P05182,SM-E055F,1,0,0,0,1,0,0,0,2,8,0.0
P05183,BF6,1,1,1,1,1,0,0,6,8,29,0.0
P05184,SM-G996B,1,1,1,0,0,0,0,5,8,14,0.0
P05185,KH7,1,1,1,1,0,0,0,3,5,7,0.0
P05186,Y8,1,1,1,1,1,0,0,8,12,12,0.0
P05187,iPhone 11,1,1,1,0,0,0,0,9,11,18,0.0
P05188,X6525D,1,1,1,1,0,0,0,6,14,22,0.0
P05189,T506D,1,1,1,1,0,0,0,7,13,20,0.0
P05190,SM-A165F,1,1,1,0,1,0,0,5,12,3,0.0
P05191,X20,0,0,0,0,0,0,0,1,2,12,0.0
P05192,SM-A505F,1,1,0,0,1,0,0,6,14,12,0.0
P05193,iPhone 13,1,1,0,0,1,0,0,7,16,2,0.0
P05194,Pixel 8a,1,1,1,0,0,0,0,8,11,5,0.0
P05195,BG6m,1,0,0,0,0,0,0,2,5,1,0.0
P05196,SM-A346E,1,1,0,0,1,0,0,9,12,14,0.0
P05197,23073RPBFG,1,0,0,0,1,0,0,0,6,7,0.0
P05198,SM-A065F,0,0,0,0,0,0,0,1,10,6,0.0
P05199,KG5j,1,1,1,1,0,0,0,4,9,1,0.0
P05200,A665L,1,1,1,0,0,0,0,5,12,15,0.0
P05201,X6528,1,1,1,1,0,0,0,9,13,8,0.0
P05202,P00I,1,1,1,1,0,0,0,13,15,25,0.0
P05203,BC2c,1,0,0,0,0,0,0,1,7,21,0.0
P05204,KFONWI,1,1,0,0,0,0,0,16,19,3,0.0
P05205,Camon CX,1,1,0,0,1,0,0,11,20,14,0.0
P05206,C22,1,1,1,1,0,0,0,6,8,13,0.0
P05207,iPhone 13 Pro,1,1,1,0,0,0,0,5,9,7,0.0
P05208,BG6i,1,0,0,0,1,0,0,0,4,3,0.0
P05209,SM-T560NU,1,1,1,0,0,0,0,6,9,9,0.0
P05210,SM-A042F,1,0,0,0,0,0,0,0,3,11,0.0
P05211,CPH2145,0,0,0,0,1,1,1,7,9,13,0.0
P05212,BG6,1,1,0,0,0,0,0,16,20,3,0.0
P05213,X20,1,1,0,0,1,1,0,12,14,12,0.0
P05214,V2419,1,1,1,0,0,0,0,6,9,27,0.0
P05215,X669,1,1,0,0,1,0,0,6,9,4,0.0
P05216,SM-A025F,1,1,1,0,0,0,0,7,16,11,0.0
P05217,KC8,1,1,0,0,0,0,0,4,9,26,0.0
P05218,SM-G965U,1,1,1,1,0,0,0,6,14,23,0.0
P05219,SM-A155F,1,0,0,0,1,0,0,2,9,8,0.0
P05220,SM-A055F,1,1,1,1,0,0,0,17,19,2,0.0
P05221,X6516,1,0,0,0,0,0,0,1,5,1,0.0
P05222,JKM-LX1,0,0,0,0,0,0,0,3,9,27,0.0
P05223,X6525,0,0,0,0,0,0,0,1,9,5,0.0
P05224,SM-A135F,0,0,0,0,0,0,0,0,3,5,0.0
P05225,SM-A047F,1,1,1,1,0,0,0,9,16,3,0.0
P05226,SM-A055F,1,1,1,1,0,0,0,7,15,29,0.0
P05227,C31,1,1,1,1,0,0,0,9,12,18,0.0
P05228,SM-A600FN,1,1,1,0,0,0,0,8,10,16,0.0
P05229,KL4,1,1,1,0,0,0,0,10,13,21,0.0
P05230,X683,1,1,1,1,0,0,0,8,16,15,0.0
P05231,SM-T227U,1,1,0,0,0,0,0,9,13,10,0.0
P05232,V2332,1,1,1,1,1,0,0,5,7,5,0.0
P05233,SM-A505F,0,0,0,0,1,0,0,0,4,17,0.0
P05234,BF7,1,1,1,0,1,1,1,10,13,25,0.0
P05235,Z2453,1,1,0,0,1,0,0,7,10,2,0.0
P05236,SM-A055F,1,0,0,0,1,1,1,0,3,1,0.0
P05237,2201117TG,1,0,0,0,1,0,0,4,11,6,0.46076432660544775
P05238,CM6,1,1,1,1,0,0,0,10,15,5,0.0
P05239,SM-A055F,1,1,0,0,1,0,0,9,14,4,0.0
P05240,SM-A127F,1,0,0,0,0,0,0,3,4,5,0.0
P05241,JSN-AL00a,0,0,0,0,0,0,0,3,6,1,0.0
P05242,C32,1,1,1,1,0,0,0,11,16,22,0.0
P05243,M2006C3LG,1,1,1,0,0,0,0,5,14,14,0.0
P05244,LB7,0,0,0,0,1,0,0,2,10,8,3.3545221451197182
P05245,GFY-LX2P,1,1,0,0,0,0,0,5,7,13,0.0
P05246,C31,1,1,1,1,1,1,1,8,9,1,0.0
P05247,SM-A346E,1,0,0,0,0,0,0,1,4,1,0.0
P05248,KL7,1,1,1,0,1,0,0,2,5,5,0.0
P05249,RMX3834,1,1,0,0,0,0,0,7,12,25,0.0
P05250,JKM-LX1,1,1,0,0,1,1,1,2,7,18,6.2426908089331565
P05251,KG5j,1,0,0,0,0,0,0,1,9,18,0.0
P05252,X6528B,1,1,1,0,1,1,1,7,13,9,3.4975190926115696
P05253,A667LP,1,0,0,0,0,0,0,7,10,23,0.0
P05254,SM-A065F,1,1,1,0,1,0,0,11,20,8,0.0
P05255,CH7,1,1,1,0,0,0,0,8,11,17,0.0
P05256,KI7,0,0,0,0,1,0,0,4,9,14,0.0
P05257,SM-A065F,1,1,1,1,1,0,0,8,11,15,0.0
P05258,SM-A217F,1,0,0,0,0,0,0,2,6,7,0.0
P05259,V2332,1,0,0,0,0,0,0,2,8,9,0.0
P05260,CK8n,1,1,1,1,0,0,0,7,8,5,6.554764623778796
P05261,BG6m,1,1,1,1,0,0,0,10,13,10,0.0
P05262,E70 Pro,1,0,0,0,0,0,0,0,7,1,7.555601914730776
P05263,SM-A105F,1,1,0,0,1,1,0,6,9,24,0.0
P05264,SM-A055F,1,1,0,0,1,0,0,6,9,29,0.0
P05265,A06,1,1,1,1,0,0,0,9,12,4,0.0
P05266,STK-L21,1,0,0,0,1,1,1,1,7,8,0.0
P05267,A665L,1,1,0,0,0,0,0,6,7,3,0.0
P05268,X6531B,1,0,0,0,0,0,0,2,5,9,5.589901151138151
P05269,V2238,1,1,0,0,1,0,0,10,15,10,0.0
P05270,X6528,1,1,1,0,0,0,0,8,15,18,0.0
P05271,KJ5,1,1,0,0,0,0,0,2,10,11,0.0
P05272,BF6,1,1,1,0,0,0,0,12,18,10,0.0
P05273,X6516,1,1,1,1,1,0,0,13,21,11,0.0
P05274,SM-T290,1,0,0,0,0,0,0,2,7,10,0.0
P05275,CG6,1,1,0,0,1,0,0,6,7,1,0.0
P05276,SM-A155F,1,1,1,1,0,0,0,10,19,12,0.0
P05277,X6525,1,1,0,0,0,0,0,7,16,22,0.0
P05278,X20,1,1,0,0,0,0,0,3,6,29,0.0
P05279,W-K211-TVM,1,1,0,0,1,0,0,10,13,13,0.0
P05280,SM-X115,0,0,0,0,1,1,1,5,14,10,0.0
P05281,SM-A5070,0,0,0,0,0,0,0,1,7,8,0.0
P05282,SM-A235F,1,1,0,0,1,1,0,7,16,2,4.026603509074539
P05283,SM-A042F,0,0,0,0,0,0,0,2,11,3,0.0
P05284,moto g13,1,0,0,0,0,0,0,2,9,17,0.0
P05285,CPH2641,1,1,1,1,0,0,0,9,18,25,0.0
P05286,CPH2349,1,1,0,0,0,0,0,4,8,3,0.0
P05287,PHA120,1,0,0,0,1,0,0,3,6,27,0.0
P05288,SM-A055F,1,0,0,0,0,0,0,0,2,10,0.0
P05289,SM-A032F,1,1,1,1,0,0,0,6,9,6,5.8861675388174195
P05290,SM-T505N,0,0,0,0,0,0,0,1,10,3,0.0
P05291,A665L,1,0,0,0,0,0,0,5,8,19,0.0
P05292,SM-A042F,1,1,0,0,0,0,0,7,12,6,0.0
P05293,SM-A055F,1,1,1,1,0,0,0,9,12,11,0.0
P05294,SM-A055F,1,0,0,0,0,0,0,1,8,19,0.0
P05295,CPH2387,1,1,1,1,0,0,0,11,19,22,0.0
P05296,BF6,1,1,1,1,0,0,0,3,5,1,0.0
P05297,X6531B,0,0,0,0,0,0,0,0,5,4,0.0
P05298,Neon Ray Ultra M,1,1,1,1,0,0,0,11,12,10,0.0
P05299,Neon Ray Ultra,1,1,0,0,0,0,0,12,21,1,0.0
P05300,SM-A055F,1,0,0,0,0,0,0,2,4,6,0.0
P05301,220333QNY,0,0,0,0,0,0,0,1,3,7,0.0
P05302,SM-A055F,1,1,1,0,0,0,0,14,20,3,0.0
P05303,SM-G975U,1,1,1,0,1,1,1,9,17,29,5.371742385851943
P05304,CPH1723,1,0,0,0,1,1,0,1,7,4,0.0
P05305,SM-A125F,1,0,0,0,0,0,0,1,3,2,0.0
P05306,X6517,1,0,0,0,0,0,0,2,7,3,0.0
P05307,SM-A022F,1,1,1,0,0,0,0,5,14,12,0.0
P05308,KG5j,0,0,0,0,1,0,0,0,2,13,0.0
P05309,SM-S938B,1,0,0,0,1,0,0,3,10,11,0.0
P05310,E31 Lite,1,1,1,1,1,0,0,12,17,29,0.0
P05311,23106RN0DA,0,0,0,0,1,0,0,2,8,9,0.0
P05312,X6716B,1,1,0,0,0,0,0,2,5,7,0.0
P05313,Legend Pro LTE,1,0,0,0,0,0,0,1,9,11,0.0
P05314,SM-S901B,1,1,0,0,1,1,0,7,11,28,0.0
P05315,SM-A035F,1,0,0,0,0,0,0,2,10,1,0.0
P05316,CI6,1,1,1,1,1,1,1,5,12,1,0.0
P05317,SM-A165F,1,1,1,0,1,1,1,8,10,4,0.0
P05318,SM-G556B,1,0,0,0,0,0,0,1,3,5,0.0
P05319,BF6,1,1,1,1,1,0,0,8,13,2,0.0
P05320,V651W,1,1,1,0,1,1,0,7,8,1,0.0
P05321,A665L,1,1,0,0,0,0,0,5,11,18,0.0
P05322,SM-A165F,1,1,1,0,1,1,0,9,15,21,0.0
P05323,SM-A047F,1,1,1,0,0,0,0,3,7,1,0.0
P05324,XT2335-2,1,0,0,0,0,0,0,0,7,3,0.0
P05325,SM-A055F,1,0,0,0,1,0,0,3,7,1,0.0
P05326,CPH1923,1,1,1,1,0,0,0,8,9,9,0.0
P05327,SM-A065F,1,1,0,0,0,0,0,10,14,10,0.0
P05328,KL4,1,1,1,1,1,0,0,5,6,28,0.0
P05329,A667L,0,0,0,0,1,1,0,4,8,18,3.133567632955965
P05330,STK-L21,1,1,1,0,0,0,0,5,11,4,0.0
P05331,KI5k,1,0,0,0,0,0,0,1,6,17,0.0
P05332,24048RN6CG,0,0,0,0,0,0,0,1,8,4,3.917714240620162
P05333,SM-A032F,1,1,0,0,1,0,0,10,15,3,0.0
P05334,X6528,1,0,0,0,0,0,0,3,7,21,0.0
P05335,X625B,1,1,0,0,1,1,0,7,10,10,8.982384856254084
P05336,8045,1,1,1,1,0,0,0,9,12,9,0.0
P05337,23106RN0DA,1,1,1,0,1,1,0,5,12,5,0.0
P05338,SM-X205,1,1,0,0,1,1,1,8,10,12,0.0
P05339,L10,1,0,0,0,0,0,0,1,6,7,0.0
P05340,SM-A055F,1,1,0,0,1,0,0,10,19,13,0.0
P05341,SM-J415F,1,0,0,0,0,0,0,3,4,6,0.0
P05342,DLI-L42,1,1,1,1,0,0,0,9,15,2,0.0
P05343,SM-A032F,1,1,1,1,0,0,0,6,7,14,0.0
P05344,X6525,1,1,1,0,0,0,0,8,15,16,0.0
P05345,SM-J737P,1,0,0,0,0,0,0,3,5,16,0.0
P05346,X6517,1,0,0,0,0,0,0,1,2,7,0.0
P05347,SM-A055F,1,0,0,0,0,0,0,3,8,1,0.0
P05348,KI5k,1,0,0,0,0,0,0,3,10,1,0.0
P05349,CI6,1,1,0,0,0,0,0,7,13,3,9.702923264087719
P05350,A83,1,1,1,1,0,0,0,11,12,15,0.0
P05351,BND-L21,1,1,1,0,0,0,0,6,15,8,0.0
P05352,U12 life,1,0,0,0,1,0,0,1,10,18,11.343626845388282
P05353,A665L,1,1,0,0,1,0,0,9,11,11,0.0
P05354,KF6i,0,0,0,0,0,0,0,2,8,10,0.0
P05355,X657C,1,1,1,1,1,0,0,10,11,19,0.0
P05356,25028RN03A,1,1,0,0,0,0,0,7,8,11,0.0
P05357,X6525,1,1,1,1,0,0,0,7,12,5,0.0
P05358,F2 LTE,0,0,0,0,1,0,0,3,6,9,0.0
P05359,SM-E045F,1,0,0,0,1,0,0,1,10,2,0.0
P05360,X6532,1,1,1,1,1,0,0,8,13,16,1.0915754035636756
P05361,SM-A515F,1,1,1,0,0,0,0,10,16,14,0.0
P05362,SM-A155F,1,1,1,0,1,1,1,8,12,13,0.0
P05363,A512W,1,1,0,0,0,0,0,7,16,11,10.397286598812375
P05364,G10,1,1,1,0,1,1,1,7,14,7,0.0
P05365,X650B,1,0,0,0,0,0,0,2,8,4,0.0
P05366,SM-G981U1,1,0,0,0,1,1,1,2,3,7,0.0
P05367,GFY-LX2,1,0,0,0,0,0,0,1,9,17,0.0
P05368,SM-A127F,1,0,0,0,0,0,0,1,9,13,2.616299390730541
P05369,X663,1,1,1,0,0,0,0,9,12,22,0.0
P05370,X6525,1,1,0,0,0,0,0,6,9,20,0.0
P05371,KG5j,1,1,1,0,0,0,0,12,21,8,0.0
P05372,SM-X115,1,1,1,0,0,0,0,7,11,4,0.0
P05373,SM-A125F,1,1,0,0,1,0,0,7,13,1,0.0
P05374,X6817,1,1,1,0,0,0,0,5,12,15,0.0
P05375,SM-A235F,1,1,1,1,1,0,0,11,15,3,0.0
P05376,BD2P,1,1,1,1,0,0,0,10,15,28,0.0
P05377,22120RN86G,1,1,1,0,0,0,0,6,9,16,0.0
P05378,SM-X115,1,0,0,0,1,0,0,1,7,12,0.0
P05379,SM-A366B,1,0,0,0,1,1,1,2,7,1,0.0
P05380,SM-A155F,1,0,0,0,0,0,0,0,4,9,0.0
P05381,BG6,1,1,1,1,0,0,0,5,10,13,0.0
P05382,Z2453,1,0,0,0,0,0,0,1,6,17,0.0
P05383,SM-A057F,1,1,1,1,0,0,0,8,12,11,0.0
P05384,SM-A055F,1,0,0,0,0,0,0,1,4,3,0.0
P05385,220233L2G,0,0,0,0,1,0,0,3,5,10,0.0
P05386,STK-L21,1,1,0,0,0,0,0,9,17,1,2.743139080075959
P05387,KC8,1,0,0,0,0,0,0,0,3,6,0.0
P05388,X670,1,1,0,0,0,0,0,2,3,19,0.0
P05389,SM-X205,1,1,0,0,0,0,0,16,18,2,0.0
P05390,CPH2159,1,0,0,0,1,1,1,4,10,12,0.0
P05391,BF6,1,1,1,1,0,0,0,6,8,14,0.0
P05392,DUB-LX1,1,1,1,0,0,0,0,9,17,24,0.0
P05393,SM-J600FN,1,1,1,1,1,1,0,7,9,20,0.0
P05394,C31,1,1,1,1,0,0,0,4,11,15,0.0
P05395,KFONWI,0,0,0,0,0,0,0,2,11,3,0.0
P05396,SM-A127F,1,0,0,0,0,0,0,2,3,10,0.0
P05397,SM-A032F,1,0,0,0,1,0,0,3,4,16,0.0
P05398,RMX3834,1,0,0,0,1,0,0,1,7,22,0.0
P05399,X669,1,0,0,0,0,0,0,2,4,14,0.0
P05400,SM-A536B,1,1,0,0,1,1,0,10,14,1,0.0
P05401,KL5,1,1,1,1,0,0,0,12,16,16,0.0
P05402,X652C,1,0,0,0,0,0,0,1,2,2,0.0
P05403,SM-A605K,1,0,0,0,0,0,0,2,3,11,0.0
P05404,KL5,1,1,0,0,0,0,0,5,7,1,0.0
P05405,X6532C,0,0,0,0,0,0,0,1,9,20,0.0
P05406,KF6j,1,1,1,0,0,0,0,8,16,5,0.0
P05407,X6511E,1,1,0,0,0,0,0,13,17,3,0.0
P05408,KC8,1,1,0,0,0,0,0,5,11,19,0.0
P05409,SM-A145F,1,0,0,0,1,0,0,3,11,4,0.0
P05410,KE5,1,0,0,0,0,0,0,3,7,11,0.0
P05411,JAT-L29,1,0,0,0,0,0,0,3,10,8,0.0
P05412,SM-A165F,1,1,1,0,1,1,1,6,14,5,0.0
P05413,SM-G965F,1,1,0,0,1,0,0,11,12,5,0.0
P05414,SM-A055F,1,0,0,0,0,0,0,0,7,6,0.0
P05415,SM-A055F,1,1,1,1,0,0,0,8,11,10,0.0
P05416,KG5j,1,0,0,0,0,0,0,0,5,5,0.0
P05417,X6532C,1,1,1,1,0,0,0,7,12,3,0.0
P05418,24048RN6CG,1,0,0,0,0,0,0,2,3,7,0.0
P05419,X6531,1,1,0,0,0,0,0,5,13,24,0.0
P05420,SM-A145F,1,0,0,0,1,1,0,4,10,11,0.0
P05421,KJ5,1,1,1,0,0,0,0,11,19,3,0.0
P05422,X6528,1,1,0,0,1,0,0,8,9,2,0.0
P05423,C28,1,0,0,0,0,0,0,1,4,16,0.0
P05424,BF7,1,1,0,0,0,0,0,5,8,7,0.0
P05425,KC8,0,0,0,0,1,1,0,0,3,16,0.0
P05426,22120RN86G,1,0,0,0,0,0,0,2,11,28,8.56984462325752
P05427,PAR-LX9,1,1,1,0,1,1,0,10,14,11,0.0
P05428,KL5,1,1,1,0,1,0,0,6,12,6,0.0
P05429,24117RN76G,1,0,0,0,1,0,0,3,5,16,0.0
P05430,CK7n,1,0,0,0,0,0,0,1,9,18,0.0
P05431,RMX3690,1,1,1,1,0,0,0,5,10,24,10.295682038069248
P05432,SM-A032F,0,0,0,0,0,0,0,3,11,17,0.0
P05433,iPhone 11,1,1,0,0,1,0,0,8,15,1,0.0
P05434,SM-A065F,1,1,0,0,0,0,0,7,10,17,0.0
P05435,X682B,1,1,1,0,0,0,0,12,16,5,0.0
P05436,KC6,1,0,0,0,0,0,0,2,5,4,0.0
P05437,BG6m,1,1,1,0,0,0,0,6,11,3,0.0
P05438,SM-A202F,1,1,1,1,1,0,0,10,17,1,0.0
P05439,SM-A055F,1,1,1,0,1,1,1,4,6,3,0.0
P05440,SM-T505,1,1,1,0,0,0,0,8,16,19,0.0
P05441,CPH2641,1,1,1,0,1,1,0,5,9,24,0.0
P05442,BG6,1,1,1,0,0,0,0,6,7,7,0.0
P05443,BF6,1,0,0,0,0,0,0,1,3,9,0.0
P05444,Moto G32,1,1,1,0,0,0,0,4,13,1,0.0
P05445,SM-A065F,1,1,0,0,0,0,0,3,12,13,0.0
P05446,KJ5,1,1,0,0,0,0,0,6,12,1,0.0
P05447,X6532C,1,0,0,0,0,0,0,1,5,10,0.0
P05448,220733SFG,1,0,0,0,0,0,0,2,5,4,0.0
P05449,A662L,1,1,1,1,1,1,0,10,19,11,0.0
P05450,2409BRN2CA,1,1,0,0,1,1,0,8,17,29,0.0
P05451,A665L,1,1,1,0,1,0,0,12,13,5,0.0
P05452,KL5,1,0,0,0,1,1,1,3,11,2,12.205293586053223
P05453,BG6m,0,0,0,0,0,0,0,1,4,7,0.0
P05454,BF7,1,0,0,0,1,1,1,1,9,1,0.0
P05455,BD4h,1,1,1,1,0,0,0,11,20,4,0.0
P05456,BG6,1,1,0,0,1,1,0,14,18,1,0.0
P05457,X6525D,1,0,0,0,0,0,0,5,6,16,0.0
P05458,X669,1,1,1,0,0,0,0,5,12,8,0.0
P05459,CPH2695,1,0,0,0,0,0,0,1,8,11,4.0177444900531505
P05460,Power 5,1,0,0,0,0,0,0,2,5,15,0.0
P05461,U70 Pro,1,1,1,0,0,0,0,7,10,3,0.0
P05462,KL5,1,1,0,0,1,1,0,5,6,18,5.992100808268939
P05463,SM-A065F,1,0,0,0,0,0,0,0,8,9,0.0
P05464,24048RN6CG,1,0,0,0,1,0,0,4,10,14,0.0
P05465,SM-A057F,1,0,0,0,0,0,0,0,5,25,0.0
